"Rank","Priority","Profile","Phase","Set","Window","From","To","Status","NetProfit","Balance","LogTimestamp","RunnerStatus","Evidence"
"1","","score7_regime_no_m1shock","full","model1","continuous_2024_2026","2024.01.01","2026.07.12","PARSED_FROM_LOG","9753.58","10753.58","2026-07-12T12:46:12","NO_REPORT","Tester finished but no report file was found for m1_score7_regime_no_m1shock_continuous_2024_2026."
"2","","score7_regime_no_m1shock","train","model1","full2024","2024.01.01","2024.12.31","PARSED_FROM_LOG","3201.96","4201.96","2026-07-12T12:46:24","NO_REPORT","Tester finished but no report file was found for m1_score7_regime_no_m1shock_full2024."
"3","","score7_regime_no_m1shock","oos","model1","full2025","2025.01.01","2025.12.31","PARSED_FROM_LOG","214.18","1214.18","2026-07-12T12:46:35","NO_REPORT","Tester finished but no report file was found for m1_score7_regime_no_m1shock_full2025."
"4","","score7_regime_no_m1shock","recent","model1","ytd2026","2026.01.01","2026.07.12","PARSED_FROM_LOG","1375.04","2375.04","2026-07-12T12:46:45","NO_REPORT","Tester finished but no report file was found for m1_score7_regime_no_m1shock_ytd2026."
"5","","score7_regime_no_m1shock","target","model1","q4_2025","2025.10.01","2025.12.31","PARSED_FROM_LOG","194.82","1194.82","2026-07-12T12:46:56","NO_REPORT","Tester finished but no report file was found for m1_score7_regime_no_m1shock_q4_2025."
"6","","score7_regime_no_m1shock","weak","model1","q4_2024","2024.10.01","2024.12.31","PARSED_FROM_LOG","-0.5","999.5","2026-07-12T12:47:07","NO_REPORT","Tester finished but no report file was found for m1_score7_regime_no_m1shock_q4_2024."
