"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","Role","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","Thesis","Overrides","StopRule"
"1","re_may140_late15_dgf_liq_reject1_cush50","1","range_elite_risk_shape_probe","1","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2019_full","red_year","2019.01.01","2019.12.31","4","configs\001_re_may140_late15_dgf_liq_reject1_cush50_2019_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2019_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF to 50% risk until the account has a 5% closed-profit cushion.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"2","re_may140_late15_dgf_liq_reject1_cush50","2","range_elite_risk_shape_probe","2","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2021_full","red_year","2021.01.01","2021.12.31","4","configs\002_re_may140_late15_dgf_liq_reject1_cush50_2021_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2021_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF to 50% risk until the account has a 5% closed-profit cushion.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"3","re_may140_late15_dgf_liq_reject1_cush50","3","range_elite_risk_shape_probe","3","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2023_full","red_year","2023.01.01","2023.12.31","4","configs\003_re_may140_late15_dgf_liq_reject1_cush50_2023_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2023_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF to 50% risk until the account has a 5% closed-profit cushion.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"4","re_may140_late15_dgf_liq_reject1_cush50","4","range_elite_risk_shape_probe","4","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2024_full","profit_control","2024.01.01","2024.12.31","4","configs\004_re_may140_late15_dgf_liq_reject1_cush50_2024_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2024_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF to 50% risk until the account has a 5% closed-profit cushion.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"5","re_may140_late15_dgf_liq_reject1_cush50","5","range_elite_risk_shape_probe","5","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\005_re_may140_late15_dgf_liq_reject1_cush50_2025_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2025_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF to 50% risk until the account has a 5% closed-profit cushion.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"6","re_may140_late15_dgf_liq_reject1_cush50","6","range_elite_risk_shape_probe","6","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\006_re_may140_late15_dgf_liq_reject1_cush50_2026_ytd_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2026ytd_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF to 50% risk until the account has a 5% closed-profit cushion.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"7","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","7","range_elite_risk_shape_probe","7","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2019_full","red_year","2019.01.01","2019.12.31","4","configs\007_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2019_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2019_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and block new DGF entries when recent no-cushion DGF average R is not positive.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"8","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","8","range_elite_risk_shape_probe","8","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2021_full","red_year","2021.01.01","2021.12.31","4","configs\008_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2021_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2021_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and block new DGF entries when recent no-cushion DGF average R is not positive.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"9","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","9","range_elite_risk_shape_probe","9","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2023_full","red_year","2023.01.01","2023.12.31","4","configs\009_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2023_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2023_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and block new DGF entries when recent no-cushion DGF average R is not positive.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"10","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","10","range_elite_risk_shape_probe","10","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2024_full","profit_control","2024.01.01","2024.12.31","4","configs\010_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2024_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2024_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and block new DGF entries when recent no-cushion DGF average R is not positive.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
