"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"1","orb_london_adx18","discovery_model1","Independent ORB discovery Model1","older_2015_2018","1","10000","outputs\independent_orb_discovery_model1_package\configs\001_orb_london_adx18_older_2015_2018_m1.ini","outputs\independent_orb_discovery_model1_package\configs\001_orb_london_adx18_older_2015_2018_m1.ini","orb_london_adx18_older_2015_2018_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_adx18_older_2015_2018_m1","F3EC5E83FE0C32F6EDDD5EDA827856B49C884D5731308E28F1597B339A96A6AF","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"2","orb_london_adx18","discovery_model1","Independent ORB discovery Model1","discovery_2019_2020","1","10000","outputs\independent_orb_discovery_model1_package\configs\002_orb_london_adx18_discovery_2019_2020_m1.ini","outputs\independent_orb_discovery_model1_package\configs\002_orb_london_adx18_discovery_2019_2020_m1.ini","orb_london_adx18_discovery_2019_2020_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_adx18_discovery_2019_2020_m1","F3EC5E83FE0C32F6EDDD5EDA827856B49C884D5731308E28F1597B339A96A6AF","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"3","orb_london_adx18","discovery_model1","Independent ORB discovery Model1","continuous_2015_2020","1","10000","outputs\independent_orb_discovery_model1_package\configs\003_orb_london_adx18_continuous_2015_2020_m1.ini","outputs\independent_orb_discovery_model1_package\configs\003_orb_london_adx18_continuous_2015_2020_m1.ini","orb_london_adx18_continuous_2015_2020_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_adx18_continuous_2015_2020_m1","F3EC5E83FE0C32F6EDDD5EDA827856B49C884D5731308E28F1597B339A96A6AF","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"4","orb_london_noadx","discovery_model1","Independent ORB discovery Model1","older_2015_2018","1","10000","outputs\independent_orb_discovery_model1_package\configs\004_orb_london_noadx_older_2015_2018_m1.ini","outputs\independent_orb_discovery_model1_package\configs\004_orb_london_noadx_older_2015_2018_m1.ini","orb_london_noadx_older_2015_2018_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_noadx_older_2015_2018_m1","9C0301C4AE0E5ED432D5B83ADAA317055C0A908844A104D6E5927077273FC7F1","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"5","orb_london_noadx","discovery_model1","Independent ORB discovery Model1","discovery_2019_2020","1","10000","outputs\independent_orb_discovery_model1_package\configs\005_orb_london_noadx_discovery_2019_2020_m1.ini","outputs\independent_orb_discovery_model1_package\configs\005_orb_london_noadx_discovery_2019_2020_m1.ini","orb_london_noadx_discovery_2019_2020_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_noadx_discovery_2019_2020_m1","9C0301C4AE0E5ED432D5B83ADAA317055C0A908844A104D6E5927077273FC7F1","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"6","orb_london_noadx","discovery_model1","Independent ORB discovery Model1","continuous_2015_2020","1","10000","outputs\independent_orb_discovery_model1_package\configs\006_orb_london_noadx_continuous_2015_2020_m1.ini","outputs\independent_orb_discovery_model1_package\configs\006_orb_london_noadx_continuous_2015_2020_m1.ini","orb_london_noadx_continuous_2015_2020_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_noadx_continuous_2015_2020_m1","9C0301C4AE0E5ED432D5B83ADAA317055C0A908844A104D6E5927077273FC7F1","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"7","orb_london_adx18_body35","discovery_model1","Independent ORB discovery Model1","older_2015_2018","1","10000","outputs\independent_orb_discovery_model1_package\configs\007_orb_london_adx18_body35_older_2015_2018_m1.ini","outputs\independent_orb_discovery_model1_package\configs\007_orb_london_adx18_body35_older_2015_2018_m1.ini","orb_london_adx18_body35_older_2015_2018_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_adx18_body35_older_2015_2018_m1","B3805BCA6E605B234725BEF29C2668F4A9E2D8E50D3532896E6E9E3A76992180","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"8","orb_london_adx18_body35","discovery_model1","Independent ORB discovery Model1","discovery_2019_2020","1","10000","outputs\independent_orb_discovery_model1_package\configs\008_orb_london_adx18_body35_discovery_2019_2020_m1.ini","outputs\independent_orb_discovery_model1_package\configs\008_orb_london_adx18_body35_discovery_2019_2020_m1.ini","orb_london_adx18_body35_discovery_2019_2020_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_adx18_body35_discovery_2019_2020_m1","B3805BCA6E605B234725BEF29C2668F4A9E2D8E50D3532896E6E9E3A76992180","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"9","orb_london_adx18_body35","discovery_model1","Independent ORB discovery Model1","continuous_2015_2020","1","10000","outputs\independent_orb_discovery_model1_package\configs\009_orb_london_adx18_body35_continuous_2015_2020_m1.ini","outputs\independent_orb_discovery_model1_package\configs\009_orb_london_adx18_body35_continuous_2015_2020_m1.ini","orb_london_adx18_body35_continuous_2015_2020_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_london_adx18_body35_continuous_2015_2020_m1","B3805BCA6E605B234725BEF29C2668F4A9E2D8E50D3532896E6E9E3A76992180","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
"10","orb_newyork_adx18","discovery_model1","Independent ORB discovery Model1","older_2015_2018","1","10000","outputs\independent_orb_discovery_model1_package\configs\010_orb_newyork_adx18_older_2015_2018_m1.ini","outputs\independent_orb_discovery_model1_package\configs\010_orb_newyork_adx18_older_2015_2018_m1.ini","orb_newyork_adx18_older_2015_2018_m1","outputs\independent_orb_discovery_model1_package\reports_here\orb_newyork_adx18_older_2015_2018_m1","F8592F22D5AE644403E97105DA464DBA0B89924392851442F2CE2D2C3A58F5AD","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout."
