"QueueRank","Candidate","CandidateRank","Role","Phase","Window","From","To","Model","Deposit","AdaptiveAgreementRiskEnabled","AdaptiveAgreementRiskPercent","BaseMomentumRiskPercent","ReversionRiskPercent","AdaptiveRiskPercent","MaximumPortfolioOpenRiskPercent","ExpectedReportName","PackageConfig","SourceConfig","ReportDestination","ConfigSha256","ProfileSha256","SourceSha256","StopRule"
"1","maa_control","1","control","momentum_adaptive_agreement_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","false","0.250","0.15","0.45","0.15","0.75","maa_control_older_2015_2018_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\001_maa_control_older_2015_2018_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\001_maa_control_older_2015_2018_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_control_older_2015_2018_m1","9B51C70F0875D9B352E5213B876D1D6CB00B53C0A6122FD1D7C9A21DBFA881FA","FD4039C7CF9B443CF0FF37B3F3A176991E420C0FA788361D22E20ECE47DC23FC","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"2","maa_control","1","control","momentum_adaptive_agreement_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","false","0.250","0.15","0.45","0.15","0.75","maa_control_later_2019_2020_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\002_maa_control_later_2019_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\002_maa_control_later_2019_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_control_later_2019_2020_m1","0E204460B5E79C745F1C38D09E3EF865AE7D582BA5E3B79735A38732E4F6820A","FD4039C7CF9B443CF0FF37B3F3A176991E420C0FA788361D22E20ECE47DC23FC","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"3","maa_control","1","control","momentum_adaptive_agreement_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","false","0.250","0.15","0.45","0.15","0.75","maa_control_continuous_2015_2020_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\003_maa_control_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\003_maa_control_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_control_continuous_2015_2020_m1","B753F4CF93880DC91D9D91EF2056DC2E8C977FF404A0FA1C1A6E9B76EF98367E","FD4039C7CF9B443CF0FF37B3F3A176991E420C0FA788361D22E20ECE47DC23FC","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"4","maa_r020","2","conservative_neighbor","momentum_adaptive_agreement_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","0.200","0.15","0.45","0.15","0.75","maa_r020_older_2015_2018_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\004_maa_r020_older_2015_2018_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\004_maa_r020_older_2015_2018_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_r020_older_2015_2018_m1","48F6FD60EA8AD92783326238F222106BA77A4807B573B7D6FD96F9526555F57A","34DAD91D0F1156AF5061BD5A6E35D46DF5AC95B780A2C2B4F2A88B6EC7A3858A","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"5","maa_r020","2","conservative_neighbor","momentum_adaptive_agreement_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","0.200","0.15","0.45","0.15","0.75","maa_r020_later_2019_2020_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\005_maa_r020_later_2019_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\005_maa_r020_later_2019_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_r020_later_2019_2020_m1","61471D464CAAADEBDC74F3C5293197972E059DC7BCB9F3FBB87AA025F1AB6C9D","34DAD91D0F1156AF5061BD5A6E35D46DF5AC95B780A2C2B4F2A88B6EC7A3858A","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"6","maa_r020","2","conservative_neighbor","momentum_adaptive_agreement_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","0.200","0.15","0.45","0.15","0.75","maa_r020_continuous_2015_2020_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\006_maa_r020_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\006_maa_r020_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_r020_continuous_2015_2020_m1","FACB80A00A95F4D5A910BA9286221431B1BA6E56CAE433DA53DF3B7E8282F41C","34DAD91D0F1156AF5061BD5A6E35D46DF5AC95B780A2C2B4F2A88B6EC7A3858A","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"7","maa_r0225","3","lower_neighbor","momentum_adaptive_agreement_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","0.225","0.15","0.45","0.15","0.75","maa_r0225_older_2015_2018_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\007_maa_r0225_older_2015_2018_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\007_maa_r0225_older_2015_2018_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_r0225_older_2015_2018_m1","73CCAEFF2F53A40181F7BA1A87EE24692FD982F409E0C19704593EAD06AEEF43","17B67B6CB9038AB385BD499EA5A883C457E81E43FA440061E462AB59A316457A","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"8","maa_r0225","3","lower_neighbor","momentum_adaptive_agreement_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","0.225","0.15","0.45","0.15","0.75","maa_r0225_later_2019_2020_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\008_maa_r0225_later_2019_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\008_maa_r0225_later_2019_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_r0225_later_2019_2020_m1","285D8AC2715329B5B3B3D5D972F3A9F1228E80116ACF9181969AC1EF6BAF1B17","17B67B6CB9038AB385BD499EA5A883C457E81E43FA440061E462AB59A316457A","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"9","maa_r0225","3","lower_neighbor","momentum_adaptive_agreement_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","0.225","0.15","0.45","0.15","0.75","maa_r0225_continuous_2015_2020_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\009_maa_r0225_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\009_maa_r0225_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_r0225_continuous_2015_2020_m1","8CAAA0078E6B267590046C64F3399193A4BFF0EE4610A6BAD8446F9585769957","17B67B6CB9038AB385BD499EA5A883C457E81E43FA440061E462AB59A316457A","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"10","maa_center_r025","4","center","momentum_adaptive_agreement_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","0.250","0.15","0.45","0.15","0.75","maa_center_r025_older_2015_2018_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\010_maa_center_r025_older_2015_2018_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\010_maa_center_r025_older_2015_2018_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_center_r025_older_2015_2018_m1","F340E8B0CA4623E51C4CC2C39DB192BED9A0B8100A25500F07AFD170D0385973","3E93AE071B5229AD98B31AD8D367B823420DEE5032EC44213F0DF3A4344A297C","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
"11","maa_center_r025","4","center","momentum_adaptive_agreement_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","0.250","0.15","0.45","0.15","0.75","maa_center_r025_later_2019_2020_m1","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\011_maa_center_r025_later_2019_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\configs\011_maa_center_r025_later_2019_2020_m1.ini","outputs\three_lane_momentum_adaptive_agreement_discovery_model1_package\reports_here\maa_center_r025_later_2019_2020_m1","EA3306CAC1ED782283A2C7EC041736C1B8DFF67AF9B3B01DA99E8726F055DC55","3E93AE071B5229AD98B31AD8D367B823420DEE5032EC44213F0DF3A4344A297C","6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2","Data-informed architecture, sealed pre-2021 parameter discovery. Center positive/no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.10 point; trades >=control -2. At least 2 of 3 enabled neighbors pass both eras, >=2% net improvement, >=97% efficiency, DD <=1.25%, and trades >=control -2. No post-result rescue. Recent data is architecture-seen, not pristine holdout."
