"QueueRank","Candidate","Phase","PhaseLabel","Window","Role","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","re_may140_late15_dgf_liq_reject1_cush50","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_dgf_cushion_model4_package\configs\011_re_may140_late15_dgf_liq_reject1_cush50_2025_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\011_re_may140_late15_dgf_liq_reject1_cush50_2025_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2025_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2025_m4","1087439C4B251BDE8C14C074FA730E032A3DE786114ED6BEABF2A9FF6B59FA3C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"12","re_may140_late15_dgf_liq_reject1_cush50","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_dgf_cushion_model4_package\configs\012_re_may140_late15_dgf_liq_reject1_cush50_2026_ytd_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\012_re_may140_late15_dgf_liq_reject1_cush50_2026_ytd_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2026ytd_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2026ytd_m4","1087439C4B251BDE8C14C074FA730E032A3DE786114ED6BEABF2A9FF6B59FA3C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"13","re_may140_late15_dgf_liq_reject1_cush35","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_dgf_cushion_model4_package\configs\013_re_may140_late15_dgf_liq_reject1_cush35_2019_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\013_re_may140_late15_dgf_liq_reject1_cush35_2019_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_2019_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_2019_m4","7FEAC316EDC328EA691AC76940431814473470FA0727B7EF78E3A7DA60774670","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_may140_late15_dgf_liq_reject1_cush35","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_dgf_cushion_model4_package\configs\014_re_may140_late15_dgf_liq_reject1_cush35_2021_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\014_re_may140_late15_dgf_liq_reject1_cush35_2021_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_2021_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_2021_m4","7FEAC316EDC328EA691AC76940431814473470FA0727B7EF78E3A7DA60774670","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_may140_late15_dgf_liq_reject1_cush35","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_dgf_cushion_model4_package\configs\015_re_may140_late15_dgf_liq_reject1_cush35_2023_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\015_re_may140_late15_dgf_liq_reject1_cush35_2023_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_2023_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_2023_m4","7FEAC316EDC328EA691AC76940431814473470FA0727B7EF78E3A7DA60774670","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_may140_late15_dgf_liq_reject1_cush35","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_dgf_cushion_model4_package\configs\016_re_may140_late15_dgf_liq_reject1_cush35_2024_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\016_re_may140_late15_dgf_liq_reject1_cush35_2024_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_2024_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_2024_m4","7FEAC316EDC328EA691AC76940431814473470FA0727B7EF78E3A7DA60774670","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_may140_late15_dgf_liq_reject1_cush35","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_dgf_cushion_model4_package\configs\017_re_may140_late15_dgf_liq_reject1_cush35_2025_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\017_re_may140_late15_dgf_liq_reject1_cush35_2025_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_2025_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_2025_m4","7FEAC316EDC328EA691AC76940431814473470FA0727B7EF78E3A7DA60774670","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_may140_late15_dgf_liq_reject1_cush35","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_dgf_cushion_model4_package\configs\018_re_may140_late15_dgf_liq_reject1_cush35_2026_ytd_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\018_re_may140_late15_dgf_liq_reject1_cush35_2026_ytd_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_2026ytd_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_2026ytd_m4","7FEAC316EDC328EA691AC76940431814473470FA0727B7EF78E3A7DA60774670","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_may140_late15_dgf_liq_reject1_cush25","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_dgf_cushion_model4_package\configs\019_re_may140_late15_dgf_liq_reject1_cush25_2019_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\019_re_may140_late15_dgf_liq_reject1_cush25_2019_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush25_2019_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush25_2019_m4","EABA2B08684655D6631939DA92BCA4611EC2C9DCEABE162C5E3FEAF6FB1767AB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_may140_late15_dgf_liq_reject1_cush25","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_dgf_cushion_model4_package\configs\020_re_may140_late15_dgf_liq_reject1_cush25_2021_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\020_re_may140_late15_dgf_liq_reject1_cush25_2021_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush25_2021_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush25_2021_m4","EABA2B08684655D6631939DA92BCA4611EC2C9DCEABE162C5E3FEAF6FB1767AB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_may140_late15_dgf_liq_reject1_cush25","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_dgf_cushion_model4_package\configs\021_re_may140_late15_dgf_liq_reject1_cush25_2023_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\021_re_may140_late15_dgf_liq_reject1_cush25_2023_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush25_2023_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush25_2023_m4","EABA2B08684655D6631939DA92BCA4611EC2C9DCEABE162C5E3FEAF6FB1767AB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_may140_late15_dgf_liq_reject1_cush25","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_dgf_cushion_model4_package\configs\022_re_may140_late15_dgf_liq_reject1_cush25_2024_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\022_re_may140_late15_dgf_liq_reject1_cush25_2024_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush25_2024_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush25_2024_m4","EABA2B08684655D6631939DA92BCA4611EC2C9DCEABE162C5E3FEAF6FB1767AB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_may140_late15_dgf_liq_reject1_cush25","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_dgf_cushion_model4_package\configs\023_re_may140_late15_dgf_liq_reject1_cush25_2025_full_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\023_re_may140_late15_dgf_liq_reject1_cush25_2025_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush25_2025_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush25_2025_m4","EABA2B08684655D6631939DA92BCA4611EC2C9DCEABE162C5E3FEAF6FB1767AB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_may140_late15_dgf_liq_reject1_cush25","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_dgf_cushion_model4_package\configs\024_re_may140_late15_dgf_liq_reject1_cush25_2026_ytd_m4.ini","outputs\range_elite_dgf_cushion_model4_package\configs\024_re_may140_late15_dgf_liq_reject1_cush25_2026_ytd_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush25_2026ytd_m4","outputs\range_elite_dgf_cushion_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush25_2026ytd_m4","EABA2B08684655D6631939DA92BCA4611EC2C9DCEABE162C5E3FEAF6FB1767AB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
