"Rank","Priority","Profile","Phase","Set","Window","From","To","Status","NetProfit","Balance","LogTimestamp","RunnerStatus","Evidence"
"1","","score7_regime_no_m1shock","full","model2","continuous_2024_2026","2024.01.01","2026.07.12","PARSED_FROM_LOG","12054.55","13054.55","2026-07-12T12:44:04","NO_REPORT","Tester finished but no report file was found for m2_score7_regime_no_m1shock_continuous_2024_2026."
"2","","score7_regime_no_m1shock","train","model2","full2024","2024.01.01","2024.12.31","PARSED_FROM_LOG","3890.81","4890.81","2026-07-12T12:44:17","NO_REPORT","Tester finished but no report file was found for m2_score7_regime_no_m1shock_full2024."
"3","","score7_regime_no_m1shock","oos","model2","full2025","2025.01.01","2025.12.31","PARSED_FROM_LOG","214.18","1214.18","2026-07-12T12:44:28","NO_REPORT","Tester finished but no report file was found for m2_score7_regime_no_m1shock_full2025."
"4","","score7_regime_no_m1shock","recent","model2","ytd2026","2026.01.01","2026.07.12","PARSED_FROM_LOG","1375.04","2375.04","2026-07-12T12:44:39","NO_REPORT","Tester finished but no report file was found for m2_score7_regime_no_m1shock_ytd2026."
"5","","score7_regime_no_m1shock","target","model2","q4_2025","2025.10.01","2025.12.31","PARSED_FROM_LOG","194.82","1194.82","2026-07-12T12:44:50","NO_REPORT","Tester finished but no report file was found for m2_score7_regime_no_m1shock_q4_2025."
"6","","score7_regime_no_m1shock","weak","model2","q4_2024","2024.10.01","2024.12.31","PARSED_FROM_LOG","161.23","1161.23","2026-07-12T12:45:01","NO_REPORT","Tester finished but no report file was found for m2_score7_regime_no_m1shock_q4_2024."
