"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","xmsc_base","1","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_base.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\001_xmsc_base_older_2015_2017_m1.ini","xmsc_base_older_2015_2017_m1","profiles\xmsc_base.set","F0312073268BAD3B625459F8FD937A886135F33294B6A96F602DBA04EAE4BF9D","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_base_older_2015_2017_m1.htm","10000","1095","2.9979","-182.87","9817.13","-1.83","-0.61","-0.61","0.72","-1.3","-5","38.3","141","8","201.23","2.01","186.3","201.23","-0.91","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","xmsc_base","1","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_base.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\002_xmsc_base_discovery_2018_2020_m1.ini","xmsc_base_discovery_2018_2020_m1","profiles\xmsc_base.set","F0312073268BAD3B625459F8FD937A886135F33294B6A96F602DBA04EAE4BF9D","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_base_discovery_2018_2020_m1.htm","10000","1095","2.9979","-231.39","9768.61","-2.31","-0.77","-0.78","0.77","-1.09","-5","40.57","212","8","320.22","3.18","318.27","320.22","-0.72","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","xmsc_move8","2","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move8.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\003_xmsc_move8_older_2015_2017_m1.ini","xmsc_move8_older_2015_2017_m1","profiles\xmsc_move8.set","EB92938996FBA0A950A1AD43BE3C29473BCCA8078F27656D4D017621D681CD1B","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_move8_older_2015_2017_m1.htm","10000","1095","2.9979","-218.81","9781.19","-2.19","-0.73","-0.74","0.57","-2.08","-5","35.24","105","7","230.25","2.3","219.25","230.25","-0.95","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","xmsc_move8","2","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move8.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\004_xmsc_move8_discovery_2018_2020_m1.ini","xmsc_move8_discovery_2018_2020_m1","profiles\xmsc_move8.set","EB92938996FBA0A950A1AD43BE3C29473BCCA8078F27656D4D017621D681CD1B","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_move8_discovery_2018_2020_m1.htm","10000","1095","2.9979","-192.34","9807.66","-1.92","-0.64","-0.65","0.78","-1.05","-5","40.22","184","7","286.91","2.85","276.55","286.91","-0.67","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","xmsc_move24","3","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move24.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\005_xmsc_move24_older_2015_2017_m1.ini","xmsc_move24_older_2015_2017_m1","profiles\xmsc_move24.set","073BDD0115F126EF419F358495F19C248DDBC5CFE99A29434D06F514049717F0","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_move24_older_2015_2017_m1.htm","10000","1095","2.9979","-120.51","9879.49","-1.21","-0.4","-0.4","0.78","-1.01","-5","41.18","119","8","129.79","1.3","123.5","129.79","-0.93","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","xmsc_move24","3","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move24.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\006_xmsc_move24_discovery_2018_2020_m1.ini","xmsc_move24_discovery_2018_2020_m1","profiles\xmsc_move24.set","073BDD0115F126EF419F358495F19C248DDBC5CFE99A29434D06F514049717F0","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_move24_discovery_2018_2020_m1.htm","10000","1095","2.9979","-136.94","9863.06","-1.37","-0.46","-0.46","0.85","-0.66","-3.62","43.69","206","8","242.99","2.41","240.85","242.99","-0.56","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","xmsc_move32","4","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move32.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\007_xmsc_move32_older_2015_2017_m1.ini","xmsc_move32_older_2015_2017_m1","profiles\xmsc_move32.set","1AF0008555E09F05EF51AD8C8419B0D5E154526B5917A0F5C6247799E6095F0B","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_move32_older_2015_2017_m1.htm","10000","1095","2.9979","-172.95","9827.05","-1.73","-0.58","-0.58","0.67","-1.56","-5","37.84","111","7","182.23","1.82","175.94","182.23","-0.95","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","xmsc_move32","4","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move32.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\008_xmsc_move32_discovery_2018_2020_m1.ini","xmsc_move32_discovery_2018_2020_m1","profiles\xmsc_move32.set","1AF0008555E09F05EF51AD8C8419B0D5E154526B5917A0F5C6247799E6095F0B","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_move32_discovery_2018_2020_m1.htm","10000","1095","2.9979","-158.71","9841.29","-1.59","-0.53","-0.53","0.82","-0.83","-4.39","42.71","192","6","261.56","2.6","253.16","261.56","-0.61","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","xmsc_breakout12","5","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_breakout12.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\009_xmsc_breakout12_older_2015_2017_m1.ini","xmsc_breakout12_older_2015_2017_m1","profiles\xmsc_breakout12.set","524A017820718A03BB15D78774C2C9ABC1E6103FD3571476ED36250C36A3A7D1","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_breakout12_older_2015_2017_m1.htm","10000","1095","2.9979","-270.27","9729.73","-2.7","-0.9","-0.91","0.73","-1.26","-5","39.07","215","10","296.18","2.96","288.02","296.18","-0.91","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","xmsc_breakout12","5","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_breakout12.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\010_xmsc_breakout12_discovery_2018_2020_m1.ini","xmsc_breakout12_discovery_2018_2020_m1","profiles\xmsc_breakout12.set","524A017820718A03BB15D78774C2C9ABC1E6103FD3571476ED36250C36A3A7D1","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmsc_breakout12_discovery_2018_2020_m1.htm","10000","1095","2.9979","-66.23","9933.77","-0.66","-0.22","-0.22","0.95","-0.24","-1.22","45.91","281","7","212.93","2.1","205.77","212.93","-0.31","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
