"QueueRank","Candidate","CandidateRank","Role","Phase","Window","From","To","Model","Deposit","SameSideExitCooldownEnabled","SameSideExitCooldownMinutes","MomentumRiskPercent","ReversionRiskPercent","AdaptiveRiskPercent","MaximumPortfolioOpenRiskPercent","ExpectedReportName","PackageConfig","SourceConfig","ReportDestination","ConfigSha256","ProfileSha256","SourceSha256","StopRule"
"1","msec_control","1","control","momentum_same_side_exit_cooldown_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","false","0","0.15","0.45","0.15","0.75","msec_control_older_2015_2018_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\001_msec_control_older_2015_2018_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\001_msec_control_older_2015_2018_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_control_older_2015_2018_m1","B22FBEC50D4A410F32939B1CF3B5320AF2BFDB2387930B6C18107DA6574A6DD8","FAE169AA01B4C4D27B0EA5AB63295F7800E507B0474631AC8EA598B3F9BC3324","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"2","msec_control","1","control","momentum_same_side_exit_cooldown_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","false","0","0.15","0.45","0.15","0.75","msec_control_later_2019_2020_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\002_msec_control_later_2019_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\002_msec_control_later_2019_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_control_later_2019_2020_m1","8E1A5DEC1366AF95E95C78DB67ACBA77F74207F912A4BB7AD86A875C99261AD7","FAE169AA01B4C4D27B0EA5AB63295F7800E507B0474631AC8EA598B3F9BC3324","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"3","msec_control","1","control","momentum_same_side_exit_cooldown_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","false","0","0.15","0.45","0.15","0.75","msec_control_continuous_2015_2020_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\003_msec_control_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\003_msec_control_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_control_continuous_2015_2020_m1","8C8EAFCBA1FCB33E81C0CA3CB2E9ABACE3E57A31169F3CBD68032E63794CD90A","FAE169AA01B4C4D27B0EA5AB63295F7800E507B0474631AC8EA598B3F9BC3324","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"4","msec_030","2","lower_support","momentum_same_side_exit_cooldown_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","30","0.15","0.45","0.15","0.75","msec_030_older_2015_2018_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\004_msec_030_older_2015_2018_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\004_msec_030_older_2015_2018_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_030_older_2015_2018_m1","B52966660B2F9892DCCE86E95AC49DC98CCFDA0798176D5F98058C7301F7AE86","5514AEF9AD862A2448D6B61E3D2C8026205397EA7F907C4C969045DC288AFFCE","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"5","msec_030","2","lower_support","momentum_same_side_exit_cooldown_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","30","0.15","0.45","0.15","0.75","msec_030_later_2019_2020_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\005_msec_030_later_2019_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\005_msec_030_later_2019_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_030_later_2019_2020_m1","01865AE53C926F3F37079331F3BD09EDD540AB3C7E3C647445E8D90174D0279D","5514AEF9AD862A2448D6B61E3D2C8026205397EA7F907C4C969045DC288AFFCE","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"6","msec_030","2","lower_support","momentum_same_side_exit_cooldown_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","30","0.15","0.45","0.15","0.75","msec_030_continuous_2015_2020_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\006_msec_030_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\006_msec_030_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_030_continuous_2015_2020_m1","FEF6F40EAD08D9414DE9058D84CD08F4077905466953543B7C22084E559F2090","5514AEF9AD862A2448D6B61E3D2C8026205397EA7F907C4C969045DC288AFFCE","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"7","msec_center_060","3","center","momentum_same_side_exit_cooldown_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","60","0.15","0.45","0.15","0.75","msec_center_060_older_2015_2018_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\007_msec_center_060_older_2015_2018_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\007_msec_center_060_older_2015_2018_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_center_060_older_2015_2018_m1","166A8A390018E39960AEACC2AD36BBBBD7D08C31FF41AF78CF2A66C3B3EB0C5E","280919D839F57A0C1AD4865DED7F518E718073EF7CE4D74CE3FD7803B9FAE38D","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"8","msec_center_060","3","center","momentum_same_side_exit_cooldown_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","60","0.15","0.45","0.15","0.75","msec_center_060_later_2019_2020_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\008_msec_center_060_later_2019_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\008_msec_center_060_later_2019_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_center_060_later_2019_2020_m1","16995CEB50E80672FF0E3788F3F74CE2E7208A6EEE8AE9D6F39067423DD32625","280919D839F57A0C1AD4865DED7F518E718073EF7CE4D74CE3FD7803B9FAE38D","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"9","msec_center_060","3","center","momentum_same_side_exit_cooldown_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","60","0.15","0.45","0.15","0.75","msec_center_060_continuous_2015_2020_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\009_msec_center_060_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\009_msec_center_060_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_center_060_continuous_2015_2020_m1","C3CAFB3676A4C77C8D5E57198DF137D7C4A2A9A9680DA0E8A0FB6BF818215545","280919D839F57A0C1AD4865DED7F518E718073EF7CE4D74CE3FD7803B9FAE38D","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
"10","msec_090","4","upper_support","momentum_same_side_exit_cooldown_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","90","0.15","0.45","0.15","0.75","msec_090_older_2015_2018_m1","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\010_msec_090_older_2015_2018_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\configs\010_msec_090_older_2015_2018_m1.ini","outputs\three_lane_momentum_same_side_exit_cooldown_discovery_model1_package\reports_here\msec_090_older_2015_2018_m1","9FA417165185193D6F8EB86492CA282EEFC2481384771F0B10136F9C3879C702","1A535984C7785AC0909B13229248099145158FA943AFF89CF6F35F964942CA3B","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen pre-2021 same-side momentum exit-cooldown discovery. Every row must parse exactly and remain profitable. Center net must be no worse than control in both disjoint eras; continuous net >=control +1.5%; CAGR >=control +0.03 point; PF/recovery/return-DD no worse than control; DD no worse than control; trades >=97% of control. At least 2 of 3 enabled neighbors must be no worse in both eras, improve continuous net >=1%, CAGR >=control +0.01 point, retain 99% of PF/recovery/return-DD, have no worse DD, retain >=97% of control trades, and change behavior. No post-result rescue."
