"QueueRank","Candidate","CandidateRank","Role","Phase","Window","From","To","Model","Deposit","BuyResidualRiskEnabled","MomentumBuyRiskPercent","MomentumSellRiskPercent","BaseLotEligibility","BaseMomentumRiskPercent","ReversionRiskPercent","AdaptiveRiskPercent","MaximumPortfolioOpenRiskPercent","ExpectedReportName","PackageConfig","SourceConfig","ReportDestination","ConfigSha256","ProfileSha256","SourceSha256","StopRule"
"1","mbr_control","1","control","momentum_buy_residual_risk_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","false","0.15","0.15","required","0.15","0.45","0.15","0.75","mbr_control_older_2015_2018_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\001_mbr_control_older_2015_2018_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\001_mbr_control_older_2015_2018_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_control_older_2015_2018_m1","78FAC8DE1A09C4D2E83C267A6288C280A64333A708721DE0276343A67D60BD07","D54D913E1D80B773C5F45ABC521B88DA3318B2B6D6FD3333F113B2BBC75FB0CE","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"2","mbr_control","1","control","momentum_buy_residual_risk_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","false","0.15","0.15","required","0.15","0.45","0.15","0.75","mbr_control_later_2019_2020_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\002_mbr_control_later_2019_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\002_mbr_control_later_2019_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_control_later_2019_2020_m1","462862E613146D1EF066B0D1351A76E00CD4E5F7F2C7C6E3ECA97811DFDC00C8","D54D913E1D80B773C5F45ABC521B88DA3318B2B6D6FD3333F113B2BBC75FB0CE","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"3","mbr_control","1","control","momentum_buy_residual_risk_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","false","0.15","0.15","required","0.15","0.45","0.15","0.75","mbr_control_continuous_2015_2020_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\003_mbr_control_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\003_mbr_control_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_control_continuous_2015_2020_m1","2B4BCBB783DEDE54B2EBCF675159475E51C04D86A43D36D8D72B5855888D56E8","D54D913E1D80B773C5F45ABC521B88DA3318B2B6D6FD3333F113B2BBC75FB0CE","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"4","mbr_buy016","2","lower_boundary","momentum_buy_residual_risk_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","0.16","0.15","required","0.15","0.45","0.15","0.75","mbr_buy016_older_2015_2018_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\004_mbr_buy016_older_2015_2018_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\004_mbr_buy016_older_2015_2018_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_buy016_older_2015_2018_m1","30D30FD5D32DAE782D822E66D747B68FFEA0796741F133722D6E1EE0797125AA","AB6AFE677E8D93C204F91D76F5A5B3F69C09907C54281AD6BF64A5041A52CA1F","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"5","mbr_buy016","2","lower_boundary","momentum_buy_residual_risk_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","0.16","0.15","required","0.15","0.45","0.15","0.75","mbr_buy016_later_2019_2020_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\005_mbr_buy016_later_2019_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\005_mbr_buy016_later_2019_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_buy016_later_2019_2020_m1","0C70851C29480EE9C0D99E1CB30A6641905BC8444F9FBFBD89A0F96AD037544F","AB6AFE677E8D93C204F91D76F5A5B3F69C09907C54281AD6BF64A5041A52CA1F","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"6","mbr_buy016","2","lower_boundary","momentum_buy_residual_risk_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","0.16","0.15","required","0.15","0.45","0.15","0.75","mbr_buy016_continuous_2015_2020_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\006_mbr_buy016_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\006_mbr_buy016_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_buy016_continuous_2015_2020_m1","EC3D88CA8424B7225A3A3EE91439C002C8D66F1D7F9194FAEBDDF53FBB9CB0B0","AB6AFE677E8D93C204F91D76F5A5B3F69C09907C54281AD6BF64A5041A52CA1F","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"7","mbr_buy017","3","conservative_support","momentum_buy_residual_risk_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","0.17","0.15","required","0.15","0.45","0.15","0.75","mbr_buy017_older_2015_2018_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\007_mbr_buy017_older_2015_2018_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\007_mbr_buy017_older_2015_2018_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_buy017_older_2015_2018_m1","4C25678BE4FE9B78BD3A022C98E7DA51D1263D055703D40C4573FE2516DFFEAE","0CDA1DE7CB74F43D4478EE5AD31E75F49A38B25FCD9260E48641C318C666F29E","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"8","mbr_buy017","3","conservative_support","momentum_buy_residual_risk_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","0.17","0.15","required","0.15","0.45","0.15","0.75","mbr_buy017_later_2019_2020_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\008_mbr_buy017_later_2019_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\008_mbr_buy017_later_2019_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_buy017_later_2019_2020_m1","1BDA5603AA578C28E8CA44BFD3FB9FBBF0F661AEB0827632F5670DDE0A6E9909","0CDA1DE7CB74F43D4478EE5AD31E75F49A38B25FCD9260E48641C318C666F29E","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"9","mbr_buy017","3","conservative_support","momentum_buy_residual_risk_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","0.17","0.15","required","0.15","0.45","0.15","0.75","mbr_buy017_continuous_2015_2020_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\009_mbr_buy017_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\009_mbr_buy017_continuous_2015_2020_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_buy017_continuous_2015_2020_m1","4401C4E43057554EB5733CB36CFF07C8F393838AB84CEF4823DAB8A7322A2A37","0CDA1DE7CB74F43D4478EE5AD31E75F49A38B25FCD9260E48641C318C666F29E","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
"10","mbr_buy018","4","middle_support","momentum_buy_residual_risk_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","0.18","0.15","required","0.15","0.45","0.15","0.75","mbr_buy018_older_2015_2018_m1","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\010_mbr_buy018_older_2015_2018_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\configs\010_mbr_buy018_older_2015_2018_m1.ini","outputs\three_lane_momentum_buy_residual_risk_discovery_model1_package\reports_here\mbr_buy018_older_2015_2018_m1","2FDA410ED774C65C680E190CCDB4FEA3FDFD6A9A0F581BBC62AA6619536D92A2","1400A06448A51B659145A2037023AE2C9CA675C6C8C18FE82836DA0AF6D1CAB2","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","Frozen pre-2021 buy residual-risk discovery. Center positive and >=98% control in both eras; continuous net >=control +4%; CAGR >=control +0.06 point; PF/recovery/return-DD >=97% control; DD <=min(1.20%, control +0.10 point); trades equal control. At least 3 of 4 lower enabled rungs retain 98% of both eras, improve net >=2%, retain 97% efficiency, meet the same DD ceiling, and preserve trades. No post-result rescue."
