"QueueRank","Candidate","Window","Model","PackageConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"1","mre_mo0175","older_2015_2018","4","outputs\rc2_momentum_risk_extension_model4_package\configs\001_mre_mo0175_older_2015_2018_m4.ini","mre_mo0175_older_2015_2018_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo0175_older_2015_2018_m4","A3C41E814622AD0788BB913C1CC08E06D786D8B3961D9D30714151BC1997A632","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"2","mre_mo0175","middle_2019_2022","4","outputs\rc2_momentum_risk_extension_model4_package\configs\002_mre_mo0175_middle_2019_2022_m4.ini","mre_mo0175_middle_2019_2022_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo0175_middle_2019_2022_m4","A3C41E814622AD0788BB913C1CC08E06D786D8B3961D9D30714151BC1997A632","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"3","mre_mo0175","recent_2023_2026","4","outputs\rc2_momentum_risk_extension_model4_package\configs\003_mre_mo0175_recent_2023_2026_m4.ini","mre_mo0175_recent_2023_2026_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo0175_recent_2023_2026_m4","A3C41E814622AD0788BB913C1CC08E06D786D8B3961D9D30714151BC1997A632","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"4","mre_mo0175","continuous_2015_2026","4","outputs\rc2_momentum_risk_extension_model4_package\configs\004_mre_mo0175_continuous_2015_2026_m4.ini","mre_mo0175_continuous_2015_2026_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo0175_continuous_2015_2026_m4","A3C41E814622AD0788BB913C1CC08E06D786D8B3961D9D30714151BC1997A632","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"5","mre_mo020_center","older_2015_2018","4","outputs\rc2_momentum_risk_extension_model4_package\configs\005_mre_mo020_center_older_2015_2018_m4.ini","mre_mo020_center_older_2015_2018_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo020_center_older_2015_2018_m4","06AE8127CF2719D7D3A19FEE069ECA3D50B83B3B0329C04F7B08E5F9135AFA5A","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"6","mre_mo020_center","middle_2019_2022","4","outputs\rc2_momentum_risk_extension_model4_package\configs\006_mre_mo020_center_middle_2019_2022_m4.ini","mre_mo020_center_middle_2019_2022_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo020_center_middle_2019_2022_m4","06AE8127CF2719D7D3A19FEE069ECA3D50B83B3B0329C04F7B08E5F9135AFA5A","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"7","mre_mo020_center","recent_2023_2026","4","outputs\rc2_momentum_risk_extension_model4_package\configs\007_mre_mo020_center_recent_2023_2026_m4.ini","mre_mo020_center_recent_2023_2026_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo020_center_recent_2023_2026_m4","06AE8127CF2719D7D3A19FEE069ECA3D50B83B3B0329C04F7B08E5F9135AFA5A","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"8","mre_mo020_center","continuous_2015_2026","4","outputs\rc2_momentum_risk_extension_model4_package\configs\008_mre_mo020_center_continuous_2015_2026_m4.ini","mre_mo020_center_continuous_2015_2026_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo020_center_continuous_2015_2026_m4","06AE8127CF2719D7D3A19FEE069ECA3D50B83B3B0329C04F7B08E5F9135AFA5A","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"9","mre_mo0225","older_2015_2018","4","outputs\rc2_momentum_risk_extension_model4_package\configs\009_mre_mo0225_older_2015_2018_m4.ini","mre_mo0225_older_2015_2018_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo0225_older_2015_2018_m4","F20A653573639F4053FA29015730FFD83F9A6BAB6D6DBACA192362234917C2E4","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
"10","mre_mo0225","middle_2019_2022","4","outputs\rc2_momentum_risk_extension_model4_package\configs\010_mre_mo0225_middle_2019_2022_m4.ini","mre_mo0225_middle_2019_2022_m4","outputs\rc2_momentum_risk_extension_model4_package\reports_here\mre_mo0225_middle_2019_2022_m4","F20A653573639F4053FA29015730FFD83F9A6BAB6D6DBACA192362234917C2E4","Center must clear the frozen Model4 baseline by 10%, PF 1.50, 340 trades, DD 4%, recovery 4, and all broad eras positive; both neighbors must clear 5%, PF 1.45, 340 trades, DD 4.25%, recovery 3.75, and all broad eras positive."
